Category,Sample_Name,PC1,PC2,PC3
Tajiri,Tajiri__Figure 2 Set E__Figure2_SetE_2882.8,5.339052657306847,-0.13721021947562667,0.06330139760659821
Tajiri,Tajiri__Figure 2 Set E__Figure2_SetE_2925.5,5.339052657306847,-0.13721021947562667,0.06330139760659821
Tajiri,Tajiri__Figure 2 Set E__Figure2_SetE_4052.5,-32.86746001823332,10.742354216887858,5.731107227453702
Tajiri,Tajiri__Figure 2 Set E__Figure2_SetE_4197.6,-38.04058982005971,11.574709988211577,5.819822798882544
Tajiri,Tajiri__Figure 2 Set F__Figure2_SetF_1789.3,6.244747978171636,0.8599867755512406,0.7021048460160639
Tajiri,Tajiri__Figure 2 Set F__Figure2_SetF_1934.8,6.102478053248882,0.5940590575222207,0.39442806977521233
Tajiri,Tajiri__Figure 2 Set F__Figure2_SetF_1991.7,5.8049815760048755,0.5372095841506838,0.33653715382401655
Tajiri,Tajiri__Figure 2 Set F__Figure2_SetF_2079.3,6.176020199316705,0.7473874224863809,0.7845445398024785
Tajiri,Tajiri__Figure 2 Set F__Figure2_SetF_2138.1,5.608569399608555,0.22992835710785275,-0.018199157691898473
Tajiri,Tajiri__Figure 2 Set F__Figure2_SetF_2154.1,5.725664276162749,0.4249715418682857,0.24583576023964618
Tajiri,Tajiri__Figure 2 Set F__Figure2_SetF_2196.5,5.725664276162749,0.4249715418682855,0.24583576023964587
Tajiri,Tajiri__Figure 2 Set F__Figure2_SetF_2300.4,5.52591548581473,0.11040170778148901,-0.11429197507817906
Tajiri,Tajiri__Figure 2 Set F__Figure2_SetF_2342.5,5.52591548581473,0.11040170778148907,-0.11429197507817913
Tajiri,Tajiri__Figure 2 Set F__Figure2_SetF_2445.2,5.6569364973078144,0.31237218880342466,0.3282754540260609
Tajiri,Tajiri__Figure 2 Set F__Figure2_SetF_2591.4,5.454055830505638,-0.009835321549793094,-0.02558855244024681
